lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
228,0,0.0,6,4,4,0,0,0,0,0
17,2,109.45,9,9,4,2,1,0,1,1
91,0,43.43,1,1,3,5,2,0,0,1
92,1,63.75,8,6,3,3,0,0,0,1
161,0,130.05,12,26,4,3,1,1,3,1
32,1,126.26,6,26,4,5,2,0,3,1
3,1,75.0,1,5,4,1,0,3,0,1
221,0,187.0,7,2,4,2,2,0,5,0
0,1,111.0,6,14,4,1,0,0,0,1
123,1,118.8,9,5,4,3,1,3,0,0
62,0,89.24,5,9,3,1,1,0,0,1
21,0,91.0,2,13,4,1,1,0,0,0
109,4,131.8,7,8,4,2,0,0,0,1
17,3,73.88,10,1,4,2,0,0,0,1
24,1,101.0,11,8,4,0,2,0,0,1
2,2,100.1,8,17,4,1,0,0,0,1
23,0,89.0,4,18,4,1,1,3,0,0
22,0,95.0,4,18,4,1,1,0,0,1
75,0,105.0,10,30,4,0,2,1,0,0
119,1,104.4,10,27,4,3,0,0,3,0
86,1,107.69,7,1,3,2,1,0,0,1
11,2,141.0,8,20,4,1,1,0,0,1
4,1,98.0,6,7,2,1,0,0,0,1
83,1,107.46,4,26,4,5,2,0,0,1
3,2,156.0,4,1,4,2,0,0,3,1
31,0,75.0,9,16,3,2,1,0,0,0
63,0,168.3,8,9,4,3,0,0,3,1
3,0,139.13,9,19,2,0,1,0,0,1
159,0,144.0,9,19,3,2,1,0,0,0
106,1,84.58,7,13,3,4,0,0,0,1
195,2,112.2,8,17,4,5,2,0,3,0
34,1,82.23,9,25,4,1,2,3,0,1
95,1,72.25,11,27,4,2,0,0,0,0
7,0,158.0,12,30,4,2,0,0,0,1
185,2,128.7,10,20,4,2,0,0,3,0
152,1,114.43,12,27,4,6,2,0,0,1
1,0,89.0,3,29,4,1,0,3,0,0
47,0,60.0,1,23,3,1,2,0,0,1
1,2,81.0,8,7,4,1,0,3,0,1
72,0,105.3,4,12,4,3,0,0,0,0
148,0,100.8,6,2,4,3,0,0,0,1
82,0,99.96,10,9,3,2,2,0,3,1
56,1,93.6,11,23,4,3,0,0,0,0
126,1,79.2,11,4,4,1,0,3,0,0
164,0,114.3,7,10,4,0,2,0,0,0
144,0,89.25,7,15,4,4,2,3,0,0
121,1,88.4,12,24,4,3,2,0,0,1
188,2,85.5,10,27,4,3,0,3,0,0
152,1,107.0,4,30,4,1,0,0,0,0
381,1,69.5,12,23,4,2,1,0,1,0
51,1,123.3,8,28,4,3,2,0,3,0
5,0,111.0,12,29,4,1,0,0,0,1
27,0,166.0,6,28,4,2,0,0,3,0
13,2,105.11,5,23,4,2,1,3,0,1
3,1,86.0,2,1,4,1,1,0,0,1
111,1,221.4,10,6,4,1,0,0,1,0
0,1,65.0,3,16,2,1,0,0,0,1
137,0,105.3,5,5,4,3,0,0,0,0
3,0,62.37,12,14,4,0,1,0,0,1
72,1,96.3,6,26,4,0,1,0,0,1
6,0,91.0,3,4,4,1,0,3,0,1
16,1,95.0,10,31,4,1,0,0,0,1
87,1,70.03,3,24,4,3,1,0,0,1
11,1,89.0,1,15,4,2,0,0,0,1
50,1,76.92,6,22,4,1,0,0,0,1
16,2,144.67,4,12,4,3,0,0,3,1
65,1,94.5,7,23,4,1,1,3,0,1
44,1,259.2,8,10,4,1,0,1,5,1
34,1,68.7,2,25,4,3,0,3,0,0
40,0,85.0,3,13,3,1,2,0,0,1
0,0,12.0,12,29,3,3,1,0,0,1
52,1,135.9,8,2,4,5,2,0,0,1
73,1,112.05,10,31,4,1,1,0,0,0
108,0,80.75,9,27,3,3,0,0,0,1
90,0,78.63,4,21,3,3,0,0,0,1
7,1,140.0,8,22,4,1,1,0,0,0
165,2,142.2,7,18,4,1,1,0,3,0
15,0,124.0,8,2,4,2,0,3,0,1
25,0,88.0,11,14,4,1,1,3,0,1
124,1,114.3,5,6,4,2,0,0,3,1
29,2,154.93,9,25,4,1,2,0,3,1
1,0,90.0,3,8,4,1,0,3,0,1
10,2,98.33,11,28,4,2,1,0,0,1
159,0,114.3,8,8,4,2,1,0,0,0
8,1,104.5,11,6,4,2,2,0,0,1
33,1,91.48,4,16,4,1,2,0,3,1
2,2,142.0,12,1,4,2,0,1,0,1
29,0,122.55,9,18,4,0,2,3,0,0
58,1,99.88,4,27,4,4,0,3,0,1
13,0,75.0,11,21,3,0,1,0,0,1
15,0,58.0,12,19,3,2,2,0,0,1
14,2,131.43,10,13,4,5,2,0,0,1
91,0,75.0,5,11,3,4,0,0,0,1
53,2,103.7,11,29,4,4,0,0,0,1
1,0,65.0,4,13,2,1,0,0,0,1
0,0,0.0,7,20,4,1,0,1,0,1
251,0,79.29,12,31,4,5,2,0,0,0
269,0,102.51,10,10,4,4,1,0,0,0
9,1,142.67,12,30,4,3,0,0,3,1
47,2,140.53,8,31,4,5,2,0,3,1
68,1,114.5,4,25,4,0,1,0,0,1
42,1,112.59,9,15,4,1,0,0,0,1
176,0,61.52,3,20,4,4,2,0,0,0
2,0,66.88,5,15,3,2,2,0,0,1
17,1,141.0,6,3,4,1,0,0,0,1
2,1,164.0,8,24,4,2,0,0,3,1
103,1,95.88,5,5,4,3,1,0,3,1
2,0,55.74,2,14,3,5,2,0,0,1
20,1,91.63,7,19,4,2,0,0,0,1
36,0,71.0,1,19,3,2,0,0,0,1
136,0,130.5,7,6,4,1,0,0,0,1
180,1,129.7,8,3,4,5,2,0,3,0
2,0,95.0,10,13,3,1,0,0,0,1
2,0,169.0,9,21,2,1,0,0,0,0
222,0,168.3,10,29,4,1,0,0,5,0
35,0,87.0,3,8,3,3,0,0,0,1
16,0,134.7,5,31,4,4,0,0,3,1
49,1,126.9,5,13,4,2,2,0,0,1
57,0,124.2,9,6,4,3,0,0,3,0
184,1,96.3,7,11,4,0,1,0,0,1
20,1,90.86,5,29,4,2,2,0,0,1
32,0,165.15,4,27,4,1,0,1,0,1
0,0,65.0,1,18,2,1,1,0,0,1
10,1,86.72,11,11,4,2,2,0,0,1
32,1,120.0,10,24,4,1,1,0,0,1
132,2,153.0,11,25,4,2,0,0,5,1
31,0,71.0,2,4,2,2,0,0,0,1
59,1,108.0,10,10,4,0,1,3,0,0
18,1,97.33,1,10,4,1,2,0,0,1
19,1,139.13,9,23,4,2,0,0,0,1
20,1,99.0,1,21,4,2,0,0,3,1
37,0,107.1,3,31,4,4,2,3,0,0
66,0,137.7,7,29,4,1,0,0,3,1
89,1,90.95,4,10,4,3,2,0,0,1
176,1,80.75,7,5,4,6,2,3,0,1
303,0,78.0,8,19,4,3,2,0,0,0
2,0,127.0,6,28,4,1,0,3,0,1
29,1,211.0,12,4,4,2,2,1,3,1
75,0,135.9,8,14,4,0,2,0,0,0
7,2,184.0,9,13,4,1,0,0,3,1
14,0,112.0,2,4,2,3,0,0,6,1
35,1,78.3,2,13,4,4,2,0,0,1
10,0,67.0,8,29,3,1,0,0,0,1
76,1,96.3,4,12,4,2,0,0,0,1
119,0,85.61,6,28,4,5,2,3,0,0
33,1,97.4,11,13,4,2,2,0,0,1
42,0,97.63,3,20,4,2,2,0,0,0
49,1,90.9,4,19,4,1,0,0,0,1
111,1,93.75,5,9,4,3,1,3,0,1
133,0,85.5,5,17,3,5,1,0,0,1
40,0,85.0,10,24,3,2,1,0,0,1
208,1,72.25,12,1,4,3,0,0,0,0
35,0,63.0,3,12,3,3,2,0,0,1
20,0,101.2,9,24,4,2,2,3,0,1
43,2,168.3,8,5,4,2,2,0,3,1
151,0,72.25,8,5,3,2,1,0,0,1
52,2,207.0,12,31,4,2,0,0,5,1
1,2,101.86,11,18,4,2,2,0,0,1
9,1,80.47,10,30,4,0,2,3,0,1
98,1,106.2,11,2,4,4,0,0,0,1
133,0,189.0,7,23,4,1,0,1,3,0
199,1,95.4,5,2,4,3,1,3,0,0
1,1,100.0,11,22,4,3,0,3,3,1
47,0,134.1,7,5,4,1,0,0,0,0
154,0,75.0,4,19,3,3,0,0,0,1
29,2,81.55,3,4,4,2,0,3,0,1
32,0,85.0,7,18,3,1,1,0,0,1
74,1,117.73,12,29,4,2,0,0,3,1
172,1,88.7,5,22,4,1,2,0,3,1
0,0,110.0,9,19,2,2,1,0,3,1
152,0,56.52,10,29,3,3,1,0,0,1
8,1,89.0,10,20,2,1,0,0,0,1
34,1,129.6,3,15,4,5,0,1,3,1
147,0,99.0,7,11,4,1,1,3,0,1
66,1,79.0,12,24,4,1,2,0,3,1
31,0,144.9,3,24,4,2,0,0,3,0
32,1,92.83,5,8,4,2,2,0,0,1
86,1,93.6,12,15,4,2,0,0,0,1
2,0,65.0,10,18,2,0,2,0,0,1
155,1,85.0,11,25,4,2,2,0,0,0
40,1,118.0,12,31,3,3,0,0,0,1
40,0,140.4,5,18,4,2,0,0,3,0
99,2,186.3,7,3,4,1,2,0,5,1
23,0,94.0,10,7,3,5,2,0,0,1
36,1,68.07,12,1,4,3,2,0,0,1
3,1,121.0,8,7,4,0,1,0,0,1
123,2,135.15,6,17,4,2,2,0,0,0
29,2,178.0,7,28,4,1,0,0,0,1
130,0,61.25,2,20,4,1,0,0,1,0
251,1,96.3,9,3,4,1,0,0,0,0
34,1,135.45,4,16,4,2,2,0,3,1
1,1,111.0,7,20,4,1,0,0,0,1
88,1,102.3,6,26,4,1,2,0,0,1
17,1,91.0,2,14,4,1,2,0,0,0
6,1,97.02,10,18,4,2,2,0,0,1
199,1,106.2,4,14,4,3,1,0,0,0
28,0,131.6,4,29,4,4,2,0,0,0
68,0,73.9,3,3,4,2,0,0,0,1
35,0,118.8,4,22,4,2,2,0,3,0
1,0,67.0,5,18,2,1,0,0,0,1
28,0,194.8,8,13,3,3,2,1,0,1
44,1,207.9,9,15,4,3,0,0,5,1
106,0,108.3,5,3,4,3,0,0,0,0
15,1,100.0,3,12,4,2,2,0,0,1
34,1,108.9,5,22,4,0,2,0,0,1
1,0,130.33,9,3,4,3,0,0,0,1
15,1,84.0,9,8,3,3,0,0,0,1
150,1,91.48,9,25,4,0,2,0,0,1
63,1,110.7,6,26,4,3,2,0,0,1
1,0,98.1,9,30,3,2,0,0,0,1
54,0,144.0,8,28,4,3,2,1,0,1
4,2,151.0,7,11,4,0,1,0,0,1
3,0,65.0,9,19,2,0,1,0,0,1
13,3,51.05,12,13,4,4,0,0,0,1
11,0,86.0,12,19,4,2,1,0,0,1
185,2,81.77,5,6,4,2,0,0,0,0
87,2,96.3,4,26,4,3,0,0,0,1
6,0,104.0,4,16,4,1,1,3,0,0
68,2,133.2,4,24,4,0,2,0,3,1
45,2,94.5,10,19,4,5,1,0,0,1
173,2,94.5,7,8,4,1,0,3,0,1
0,0,3.0,2,29,1,1,1,0,0,1
27,2,111.33,3,10,4,3,0,0,3,1
70,0,100.0,6,3,3,2,0,0,1,1
11,0,80.41,12,25,4,2,1,0,1,1
4,0,93.8,12,2,4,2,2,0,0,1
0,0,75.0,1,6,4,1,0,3,0,1
21,0,124.8,5,19,3,1,0,0,3,1
71,1,93.08,6,17,3,2,2,0,0,1
323,1,112.0,5,17,3,4,0,1,0,0
4,1,137.0,12,30,4,2,0,0,3,1
1,1,106.0,2,5,4,4,2,0,3,1
15,0,216.86,5,29,4,5,2,1,3,0
61,1,139.34,7,18,4,8,3,0,4,0
349,0,80.0,10,4,4,5,1,0,0,0
87,2,126.0,12,16,4,2,0,0,3,1
48,1,94.5,10,19,4,3,1,0,0,1
35,0,79.2,12,7,4,7,2,3,0,0
12,1,180.0,10,21,4,2,0,0,0,1
0,1,121.5,6,21,4,1,0,0,0,1
111,1,73.74,4,1,4,4,2,0,1,1
24,0,65.0,11,1,2,0,1,0,0,1
6,1,124.0,3,17,4,2,0,0,3,1
64,2,107.1,9,1,4,3,1,0,0,1
33,1,63.75,10,31,3,2,2,0,3,1
1,0,195.0,9,26,4,0,1,3,4,1
58,0,125.1,9,8,4,1,0,3,0,0
150,0,125.8,6,28,4,8,2,0,3,0
164,1,88.5,7,19,4,3,0,3,0,1
70,2,107.95,4,16,4,2,2,0,3,1
241,1,106.2,6,20,4,6,3,0,0,0
0,0,42.0,1,30,1,1,0,0,3,1
10,2,77.21,10,31,4,2,2,0,0,1
12,1,0.0,8,16,4,0,0,0,0,1
0,0,66.0,1,19,2,1,0,0,0,1
1,1,59.03,12,23,4,1,0,3,0,1
146,1,106.2,6,3,4,2,0,0,0,1
53,0,192.0,4,28,4,3,0,0,5,1
33,1,89.1,8,30,4,2,0,3,0,0
61,0,99.9,6,26,4,0,1,0,0,0
2,0,0.0,12,9,1,1,0,0,0,1
2,2,92.54,11,16,4,6,2,0,0,1
41,2,101.52,5,10,3,4,0,0,0,1
102,0,126.0,12,6,4,1,0,0,3,1
21,0,131.0,3,4,4,1,0,1,0,1
55,0,67.0,3,31,2,2,0,0,0,1
2,3,0.0,1,27,1,1,0,0,0,1
68,0,60.0,12,2,3,4,0,0,3,1
3,0,159.0,5,19,2,1,0,0,4,1
95,0,140.4,5,19,4,3,0,0,3,1
91,0,60.5,12,30,3,4,0,3,0,1
217,0,86.63,8,3,4,3,0,0,1,0
105,0,75.0,4,6,4,1,0,0,0,0
0,0,80.75,6,13,3,2,1,0,0,1
6,2,144.57,6,10,4,5,2,0,3,1
117,0,72.25,8,24,3,4,1,0,0,0
0,0,82.88,12,19,4,4,1,0,0,1
8,1,111.35,5,31,4,2,0,0,0,1
153,1,103.5,7,29,4,1,0,3,0,0
4,2,97.1,2,9,4,3,0,0,3,1
1,0,87.82,7,11,4,0,1,3,0,1
6,2,160.0,10,20,4,3,0,0,0,1
36,1,116.1,6,16,4,1,0,3,0,1
60,1,107.78,4,2,4,3,2,0,3,1
1,0,110.0,10,11,0,2,0,0,3,1
9,1,131.33,4,8,4,2,1,0,3,1
11,1,72.07,2,14,4,2,2,0,0,1
69,1,76.5,3,31,4,2,0,0,0,1
37,1,126.0,10,2,4,1,2,0,0,1
12,1,117.04,10,1,4,2,0,3,0,1
0,1,76.5,8,12,4,4,0,0,0,1
206,1,102.85,10,6,4,5,2,0,0,0
17,2,104.0,11,23,4,3,0,0,0,1
46,1,102.0,9,5,4,2,1,0,0,1
4,1,75.0,11,13,2,0,2,0,0,1
64,1,112.48,4,23,4,4,2,0,3,1
4,1,91.0,3,2,4,1,0,3,0,1
10,0,153.0,8,20,4,2,0,0,5,1
2,0,93.0,2,26,4,1,0,0,0,1
144,1,96.3,6,27,4,2,1,0,0,1
8,0,81.0,2,19,2,1,0,0,0,1
127,2,80.1,10,30,4,0,1,3,0,1
352,0,73.74,12,29,4,3,1,0,1,0
43,1,88.46,11,11,4,2,1,0,0,1
28,3,105.9,11,28,4,5,1,0,0,1
81,2,125.1,9,3,4,1,2,3,0,1
62,1,115.04,9,27,4,2,0,0,3,1
113,0,85.0,6,30,4,3,1,0,0,0
81,0,60.0,2,19,3,2,1,0,0,1
121,1,119.85,5,31,4,5,2,0,0,1
97,0,61.0,12,30,3,4,0,0,3,1
29,1,94.0,11,18,4,1,0,0,0,1
24,0,159.0,3,24,4,1,0,0,0,0
5,0,80.0,2,12,4,1,0,3,0,1
3,1,67.0,9,19,2,1,1,0,0,1
52,1,108.0,10,2,4,0,2,3,0,0
13,2,231.15,8,10,4,3,0,0,6,1
31,0,72.31,2,21,4,2,2,0,0,1
5,2,221.0,5,19,4,1,0,0,5,1
124,0,74.8,12,4,4,4,2,3,0,0
109,1,176.25,8,4,4,3,0,1,0,1
133,2,90.0,11,2,4,4,0,0,0,0
12,1,95.0,9,14,2,2,0,3,0,1
176,0,131.26,8,14,4,5,2,0,3,0
50,0,85.5,4,2,4,1,0,0,0,1
19,2,105.0,9,14,4,2,1,0,0,1
156,0,108.9,8,11,4,1,0,0,0,0
45,2,125.1,6,1,4,1,0,0,0,1
39,1,107.1,7,1,4,1,0,3,0,1
0,0,140.0,10,15,4,1,0,3,0,1
56,0,125.1,9,11,4,1,2,3,0,0
14,0,0.0,5,18,4,4,0,0,0,1
0,0,115.0,8,10,4,0,1,3,0,1
6,0,79.0,2,26,4,2,0,3,0,0
67,1,63.75,3,10,4,3,2,3,0,1
17,0,81.0,1,23,4,1,2,0,0,1
192,0,68.23,10,31,3,2,1,0,0,1
13,1,87.78,9,20,4,0,2,0,0,1
0,0,0.0,12,10,1,1,0,0,0,1
111,1,129.65,6,17,4,2,2,0,0,1
23,2,109.0,3,18,4,1,0,0,0,1
9,3,169.0,9,8,4,1,0,0,0,1
35,0,60.0,11,2,3,3,1,0,3,1
0,0,95.0,10,17,2,1,1,0,0,1
95,1,137.1,6,16,4,3,0,0,0,1
8,0,111.35,5,25,4,1,0,0,0,0
83,0,105.3,3,25,4,2,1,0,3,0
67,2,89.1,10,28,4,1,0,3,0,1
0,2,114.0,9,30,4,1,0,3,0,1
0,1,99.0,3,31,4,3,0,3,0,1
79,0,72.25,3,28,4,4,1,3,0,0
0,0,62.73,5,16,4,0,1,3,0,1
141,1,137.7,7,16,4,1,1,0,0,1
75,1,76.5,7,6,4,1,1,0,0,0
25,0,167.0,4,6,4,3,0,0,3,0
35,2,77.25,12,26,4,1,0,0,1,1
47,1,99.4,2,29,4,3,1,0,3,1
31,1,79.48,11,12,4,2,2,3,0,1
0,1,109.0,8,1,4,0,1,3,0,0
28,1,130.66,7,2,4,3,2,3,0,1
23,1,115.0,4,27,4,1,0,3,0,1
54,0,90.95,6,20,3,2,1,0,3,1
1,1,115.0,9,9,4,2,0,3,0,1
73,3,89.25,10,11,4,5,2,0,0,1
68,1,116.1,6,19,4,0,1,3,0,1
236,0,97.6,10,17,3,3,1,0,3,0
90,0,81.62,4,21,3,3,0,0,0,1
7,1,231.78,10,13,4,2,0,0,6,1
30,2,153.0,9,1,4,2,0,1,0,1
98,0,89.75,5,30,3,1,1,0,0,1
29,0,130.8,6,18,4,2,2,0,3,0
32,1,135.9,9,9,4,2,0,0,0,1
4,1,157.0,8,23,4,2,0,0,0,1
221,1,90.95,8,14,4,5,4,0,0,1
46,1,79.2,12,16,4,2,1,3,0,1
69,0,106.0,9,22,3,2,0,1,0,1
121,1,79.2,12,15,4,2,0,3,0,0
208,0,75.44,12,29,4,4,0,0,0,0
52,1,127.37,11,9,4,3,0,3,0,0
2,0,91.67,12,5,2,6,3,0,0,1
0,0,106.65,9,26,4,0,1,3,0,1
59,0,75.0,11,19,3,1,1,0,0,1
8,0,65.0,9,15,2,1,0,0,0,1
81,1,116.1,5,3,4,2,0,3,0,0
282,0,77.0,11,12,3,1,2,0,0,1
1,0,79.0,11,14,2,1,0,0,0,1
5,0,110.0,5,24,2,2,0,0,0,1
6,1,65.0,12,26,2,0,1,0,0,1
114,1,75.0,6,1,3,3,0,0,0,1
272,0,90.1,7,28,4,3,2,0,0,0
32,0,147.9,12,2,4,2,2,0,5,0
170,2,96.9,9,12,3,1,0,1,0,1
128,0,130.5,7,8,4,2,0,0,0,0
75,0,80.75,4,25,3,4,1,0,0,1
258,0,90.1,10,2,4,5,2,3,0,0
220,2,73.95,11,29,4,5,2,0,0,1
4,0,0.0,10,4,4,0,1,0,0,1
158,1,123.25,5,25,4,4,0,0,3,0
2,0,74.0,12,2,2,1,0,0,0,1
200,3,82.92,10,31,4,2,1,0,1,1
34,1,168.3,8,16,4,7,2,0,3,1
153,0,85.0,6,30,4,3,1,0,0,0
76,1,69.3,4,21,4,1,0,3,0,1
26,0,79.2,12,19,4,2,1,3,0,0
66,0,108.11,6,17,4,1,0,0,3,0
182,1,122.4,10,6,4,3,1,0,3,0
4,2,176.0,3,26,4,1,2,0,3,1
16,2,163.17,11,6,4,1,2,0,0,1
4,1,0.0,1,9,1,1,1,2,3,1
79,0,143.1,7,9,4,3,2,0,3,1
73,0,116.1,5,31,4,2,0,3,0,0
21,1,96.0,12,24,4,1,2,0,0,1
136,0,80.75,6,28,4,5,2,3,0,1
113,1,58.0,3,25,3,2,1,0,0,1
207,0,113.4,12,30,4,2,1,0,3,1
3,0,107.0,3,4,4,2,0,0,0,1
30,2,146.1,7,15,4,4,2,0,0,1
83,0,46.67,3,12,3,4,2,0,0,1
167,2,85.0,11,19,4,3,2,0,0,1
0,0,0.0,6,15,1,1,0,0,0,1
20,1,12.0,8,5,4,1,0,0,0,1
59,1,88.4,11,28,4,3,1,0,0,1
180,2,82.08,8,15,4,5,2,0,3,1
124,4,163.8,9,4,4,1,2,1,0,1
195,1,106.03,8,13,4,1,2,0,0,0
158,0,107.0,4,12,4,3,0,0,0,0
45,1,94.5,4,13,4,2,0,3,0,1
7,0,117.0,12,31,4,4,2,0,3,1
1,0,82.0,1,7,4,1,0,0,0,1
50,0,89.1,10,20,4,1,0,3,0,0
38,0,170.1,5,30,4,1,1,0,0,0
147,2,129.6,9,25,4,2,2,0,0,1
17,0,171.0,2,23,4,4,0,0,5,1
33,2,96.3,10,19,4,1,1,0,0,1
0,0,95.0,10,10,2,0,1,0,0,1
48,0,121.5,5,29,4,0,2,0,0,0
40,1,126.9,5,13,4,2,2,0,0,1
0,1,96.0,12,1,4,2,0,0,0,1
10,1,87.0,1,15,4,2,0,0,0,1
11,1,93.0,2,6,4,1,0,0,0,1
258,0,106.2,9,15,4,3,0,0,0,0
9,0,221.0,6,10,4,2,1,0,5,0
15,0,164.0,9,28,4,1,0,0,3,1
12,0,81.0,8,22,4,1,0,3,0,1
14,1,0.0,9,12,1,0,1,0,1,1
100,1,91.51,9,5,4,3,1,3,0,0
5,1,93.5,11,15,4,2,2,0,0,1
101,4,100.2,10,24,4,2,1,0,0,1
95,0,149.58,7,30,4,6,4,0,3,0
113,0,121.5,8,1,4,1,1,0,0,0
0,1,0.0,4,7,1,1,0,0,0,1
28,0,90.98,8,29,4,3,1,0,0,1
40,1,67.5,2,14,4,1,2,3,0,0
46,0,48.6,2,13,4,1,0,3,0,0
8,0,151.0,8,6,4,1,2,0,0,0
95,1,80.61,12,24,4,4,2,3,0,1
63,0,177.75,9,2,4,2,1,1,0,0
3,1,107.0,8,11,4,2,0,0,0,1
8,1,52.0,12,26,3,2,2,0,0,1
57,1,64.37,11,11,4,2,1,3,0,1
137,2,101.53,6,13,4,1,1,0,0,1
56,0,88.01,7,11,4,0,1,0,0,1
62,0,63.75,3,9,4,4,0,3,0,0
0,0,75.0,7,22,2,1,0,0,0,0
1,1,79.0,1,29,4,1,0,3,0,1
5,2,221.38,10,1,4,2,2,0,6,1
96,3,100.13,10,24,4,3,1,0,0,1
20,0,66.0,2,21,3,2,2,0,0,1
118,0,187.85,5,24,4,4,0,0,5,0
303,1,73.95,12,6,4,4,0,0,0,0
4,0,108.8,6,10,4,2,0,0,3,0
132,3,179.0,10,21,4,1,0,0,0,1
24,0,285.17,5,21,4,1,2,0,6,0
43,0,69.53,2,5,4,2,1,0,1,0
18,3,139.0,10,10,4,0,1,0,0,1
181,2,162.15,8,23,4,5,0,1,0,0
21,1,139.0,8,9,4,3,0,3,0,1
0,0,160.0,9,27,2,1,0,0,0,1
88,1,127.8,7,5,4,5,2,0,3,1
0,0,129.0,8,18,4,1,0,3,3,1
3,0,94.0,1,3,3,0,1,0,0,1
22,3,109.25,9,17,4,3,1,0,0,1
38,0,99.0,6,1,4,2,0,0,0,1
142,1,79.2,12,22,4,2,0,3,0,1
10,1,121.0,6,9,4,1,0,0,0,1
48,2,154.98,9,26,4,4,1,0,3,1
179,0,93.5,9,20,4,0,1,0,0,0
0,1,124.0,8,22,4,1,2,0,0,1
203,0,120.7,12,30,4,2,2,0,3,1
48,1,126.0,9,4,4,0,2,0,1,1
199,0,102.85,12,28,4,4,0,0,3,1
55,2,124.1,3,20,4,3,2,0,3,1
225,0,106.25,10,17,4,4,1,0,0,0
252,1,69.42,12,28,4,7,2,3,0,0
23,0,133.95,6,12,4,0,1,0,3,1
120,2,88.38,8,20,3,5,2,1,0,1
116,0,76.0,2,28,3,2,2,0,0,1
12,1,177.0,5,7,4,1,0,0,3,1
70,1,85.0,7,11,3,5,1,0,0,1
148,1,112.2,8,1,4,4,1,0,3,0
236,2,106.25,10,20,4,3,2,0,0,0
175,1,100.66,8,16,4,5,2,0,0,0
158,0,198.9,5,25,4,4,0,0,5,0
64,0,130.0,5,17,2,3,0,0,0,1
8,1,99.0,8,16,4,0,1,0,0,0
37,1,131.03,7,20,4,4,0,3,0,1
214,2,96.9,9,30,4,2,2,3,0,1
89,2,96.0,12,10,4,1,1,0,0,1
169,0,63.5,4,22,3,2,2,0,0,1
110,0,159.3,8,12,4,3,2,0,3,0
47,0,91.8,3,10,4,3,0,0,3,0
253,1,140.4,10,7,4,2,1,0,3,0
3,0,87.78,10,22,4,1,0,3,0,1
3,0,119.0,4,28,4,1,0,3,0,1
49,1,192.6,9,19,4,3,1,1,3,0
92,0,60.0,12,22,3,4,0,0,3,1
4,2,67.58,12,20,4,4,0,3,0,1
7,2,125.8,12,29,4,3,1,0,3,1
11,1,133.5,5,8,4,2,2,0,3,1
201,2,96.3,10,16,4,1,2,0,0,0
261,0,68.51,12,26,4,7,3,3,0,0
274,1,96.5,7,31,4,1,2,0,1,1
127,1,79.2,11,12,4,1,2,3,0,0
107,1,111.3,8,5,4,2,1,0,0,1
33,2,78.5,3,5,4,1,2,0,0,1
12,0,133.33,3,2,4,3,0,0,3,1
39,1,70.87,11,12,4,11,5,3,0,0
190,1,99.95,7,24,4,2,2,0,0,1
10,2,90.0,8,20,4,2,0,3,0,1
112,1,115.52,5,5,4,3,1,0,3,1
6,1,67.0,7,6,2,2,0,0,0,1
18,0,80.0,12,24,3,1,2,0,0,1
62,1,63.49,3,13,4,2,2,0,3,1
119,0,131.4,9,2,4,3,2,0,0,0
31,1,114.3,10,2,4,1,2,3,0,0
88,2,100.72,4,6,4,3,0,0,3,1
86,1,82.45,3,31,4,3,1,0,0,1
79,0,125.38,4,28,4,3,1,0,3,1
60,0,60.0,10,12,3,3,1,0,0,1
66,0,149.4,9,15,4,2,0,0,3,0
208,1,161.1,9,3,4,1,2,1,0,0
78,1,70.03,3,24,4,3,1,0,0,1
38,2,120.91,11,4,4,2,2,0,3,1
72,0,79.56,4,11,4,4,1,0,0,1
7,2,138.5,10,30,4,2,2,0,0,1
29,2,163.46,4,18,4,3,1,1,0,1
157,1,132.9,6,14,4,3,0,0,3,0
47,2,125.1,9,9,4,2,0,3,0,1
20,2,199.33,12,28,4,2,1,0,5,1
112,1,107.95,5,2,4,3,1,0,3,1
57,0,109.65,5,13,4,3,2,3,0,0
38,1,111.8,10,15,4,1,2,0,3,1
7,0,95.0,10,30,3,1,0,0,0,1
37,1,108.9,6,20,4,2,1,0,0,1
144,1,105.4,4,22,3,2,1,0,0,0
23,0,82.33,3,10,4,3,0,3,0,1
4,1,186.33,9,13,4,1,2,0,5,1
195,1,89.25,9,7,4,5,1,0,0,1
88,1,112.01,5,29,4,2,2,0,1,1
85,0,140.4,5,26,4,2,0,0,3,0
128,1,90.0,11,26,4,1,1,0,0,0
192,0,102.0,9,25,3,3,2,0,0,0
58,1,132.3,10,10,4,3,1,0,3,0
80,3,147.9,7,8,4,2,1,0,3,1
8,0,89.0,10,20,2,1,0,0,0,1
88,1,58.9,4,8,4,2,1,3,0,1
25,0,85.0,10,9,3,2,2,0,0,1
43,2,114.3,3,11,4,1,0,0,3,1
9,0,0.0,6,3,4,2,0,0,0,1
48,2,115.5,7,9,4,1,2,0,0,1
35,1,145.35,9,18,4,2,0,0,0,1
0,1,73.0,11,30,2,1,0,0,0,1
41,1,98.1,6,27,4,1,1,3,0,0
32,1,73.0,11,20,3,2,0,0,0,1
59,2,156.3,6,3,4,2,1,0,3,1
4,2,107.0,3,22,4,2,0,0,0,1
6,1,108.0,2,20,4,1,0,0,3,1
123,1,100.8,4,30,4,1,1,0,0,0
61,1,74.8,12,22,4,3,2,3,0,1
